N_OBS_CELL,GRID_ID,CORAL,MACRO,CCA,ISLAND


1,226,45,15,15,PAL


1,227,25,25,45,PAL


1,227,45,15,15,PAL


1,228,25,2,8,PAL


1,228,45,25,25,PAL


1,229,35,8,15,PAL


1,230,25,25,45,PAL


1,230,15,2,8,PAL


1,230,45,15,15,PAL


1,231,8,15,25,PAL


1,231,35,8,15,PAL


1,232,45,15,15,PAL


1,233,15,25,56,PAL


1,233,8,15,25,PAL


1,233,25,15,15,PAL


1,234,25,15,35,PAL


1,235,8,15,25,PAL


1,235,35,25,15,PAL


1,236,15,25,56,PAL


1,236,25,15,35,PAL


1,237,25,25,15,PAL


1,238,2,35,56,PAL


1,238,25,15,15,PAL


0,239,0,0,0,PAL


1,240,15,8,15,PAL


1,240,15,8,25,PAL


1,240,25,15,8,PAL


1,241,25,8,15,PAL


1,242,56,15,15,PAL


1,242,45,2,8,PAL


1,243,25,2,15,PAL


1,243,45,15,8,PAL


1,243,45,2,8,PAL


1,244,35,8,15,PAL


1,244,45,2,15,PAL


1,244,45,2,8,PAL


1,245,56,8,15,PAL


1,245,35,2,15,PAL


1,246,25,2,15,PAL


1,246,35,2,2,PAL


1,247,56,2,15,PAL


1,248,25,2,15,PAL


1,248,56,8,15,PAL


1,248,56,2,15,PAL


1,248,56,8,8,PAL


0,249,0,0,0,PAL


1,250,45,2,15,PAL


1,250,56,8,8,PAL


1,251,25,2,8,PAL


1,251,35,8,8,PAL


1,252,35,2,25,PAL


1,253,35,2,15,PAL


1,253,45,2,8,PAL


1,254,35,8,8,PAL


1,254,45,2,15,PAL


1,255,35,2,15,PAL


1,255,56,2,8,PAL


1,256,25,2,25,PAL


1,257,35,2,25,PAL


1,257,45,8,15,PAL


1,257,56,2,8,PAL


1,258,25,8,25,PAL


1,259,56,2,15,PAL


1,260,35,8,25,PAL


1,260,45,2,25,PAL


0,261,0,0,0,PAL


1,262,8,8,25,PAL


1,262,45,8,15,PAL


1,262,56,8,8,PAL


0,263,0,0,0,PAL


1,264,8,8,8,PAL


1,264,35,2,25,PAL


1,264,35,2,8,PAL


1,264,35,2,2,PAL


1,264,56,8,8,PAL


0,265,0,0,0,PAL


1,266,35,8,8,PAL


1,266,35,2,2,PAL


1,266,56,2,8,PAL


1,267,45,8,15,PAL


1,268,45,2,15,PAL


1,268,35,0,0,PAL


1,268,35,0,2,PAL


1,268,56,2,2,PAL


0,269,0,0,0,PAL


1,270,35,2,8,PAL


1,270,45,0,0,PAL


1,270,35,0,8,PAL


0,271,0,0,0,PAL


1,272,35,0,8,PAL


1,272,35,0,0,PAL


1,273,35,0,8,PAL


1,273,45,2,8,PAL


1,274,25,2,2,PAL


1,274,35,0,0,PAL


1,275,15,0,8,PAL


1,275,15,0,0,PAL


1,275,35,2,2,PAL


1,275,35,2,8,PAL


1,276,45,0,2,PAL


1,277,25,2,2,PAL


1,277,35,8,2,PAL


1,278,25,0,8,PAL


1,278,45,2,2,PAL


1,279,25,2,15,PAL


1,280,8,2,8,PAL


1,280,25,2,2,PAL


1,281,2,8,8,PAL


1,281,25,0,8,PAL


1,282,2,8,8,PAL


1,282,35,2,8,PAL


1,282,25,2,15,PAL


1,283,15,2,8,PAL


1,283,35,8,15,PAL


1,284,35,0,8,PAL


1,284,25,2,8,PAL


1,285,15,2,8,PAL


1,285,45,8,15,PAL


1,286,45,0,8,PAL


1,287,45,8,15,PAL


1,288,15,2,8,PAL


1,288,56,0,2,PAL


1,289,35,8,15,PAL


1,290,56,2,8,PAL


1,291,8,2,35,PAL


1,291,35,8,15,PAL


1,292,56,2,8,PAL


1,293,15,2,25,PAL


1,294,56,0,8,PAL


1,294,56,0,8,PAL


1,295,25,2,25,PAL


1,295,56,2,15,PAL


1,295,45,2,15,PAL


1,295,35,2,15,PAL


1,296,15,2,25,PAL


1,296,56,2,25,PAL


1,296,35,15,15,PAL


1,297,56,0,15,PAL


1,297,56,2,15,PAL


1,298,25,2,8,PAL


1,298,35,2,8,PAL


1,298,35,2,8,PAL


1,299,35,0,8,PAL


1,300,25,2,2,PAL


1,300,25,0,8,PAL


1,301,45,0,8,PAL


1,301,35,2,8,PAL


1,302,56,2,8,PAL


1,303,35,2,8,PAL


1,303,35,2,8,PAL


1,304,45,0,8,PAL


1,305,45,2,8,PAL


1,305,45,8,15,PAL


1,306,25,2,15,PAL


1,306,45,2,8,PAL


0,307,0,0,0,PAL


1,308,25,2,15,PAL


1,308,45,2,8,PAL


1,309,35,2,15,PAL


1,310,15,0,8,PAL


1,310,35,2,15,PAL


1,311,25,2,8,PAL


1,312,25,0,2,PAL


1,312,35,2,15,PAL


1,313,15,0,8,PAL


1,313,25,2,25,PAL


1,314,25,2,8,PAL


1,314,25,2,15,PAL


1,315,8,0,8,PAL


1,316,25,2,8,PAL


1,316,15,0,2,PAL


1,316,15,2,15,PAL


1,317,8,2,2,PAL


1,317,15,2,15,PAL


0,318,0,0,0,PAL


1,319,35,2,8,PAL


1,319,35,2,2,PAL


1,319,25,2,15,PAL


1,320,35,0,2,PAL


1,320,8,2,15,PAL


0,321,0,0,0,PAL


1,322,56,2,8,PAL


1,322,45,0,2,PAL


1,323,45,0,2,PAL


1,323,35,2,15,PAL


1,324,45,2,8,PAL


1,325,35,0,8,PAL


1,326,35,15,15,PAL


1,326,25,0,2,PAL


1,326,25,0,8,PAL


1,326,45,0,8,PAL


0,327,0,0,0,PAL


1,328,15,0,2,PAL


1,328,35,0,8,PAL


1,328,35,2,8,PAL


1,329,25,0,8,PAL


1,330,45,2,2,PAL


1,331,35,15,15,PAL


1,331,15,0,2,PAL


1,331,25,0,8,PAL


1,332,35,0,8,PAL


1,333,35,2,8,PAL


1,333,25,2,8,PAL


1,333,45,2,8,PAL


0,334,0,0,0,PAL


1,335,35,2,8,PAL


1,335,56,2,2,PAL


1,336,35,0,8,PAL


1,337,8,8,8,PAL


1,337,35,0,8,PAL


1,337,56,2,15,PAL


1,338,25,0,15,PAL


1,338,45,2,8,PAL


1,339,8,2,8,PAL


1,340,25,2,25,PAL


1,340,56,2,25,PAL


1,341,45,8,15,PAL


1,342,69,15,15,PAL


1,343,35,8,35,PAL


1,343,25,2,35,PAL


1,343,56,2,25,PAL


0,344,0,0,0,PAL


1,345,35,8,35,PAL


1,345,25,8,45,PAL


1,345,35,2,45,PAL


1,345,56,2,25,PAL


0,346,0,0,0,PAL


1,347,35,8,35,PAL


1,347,25,2,45,PAL


1,347,45,2,15,PAL


1,348,45,0,25,PAL


1,348,35,2,25,PAL


1,349,35,2,35,PAL


1,349,35,2,25,PAL


1,350,45,2,15,PAL


1,350,45,0,15,PAL


1,351,35,2,35,PAL


1,351,25,2,25,PAL


1,352,45,2,15,PAL


1,352,35,2,25,PAL


1,353,25,8,35,PAL


1,353,25,8,25,PAL


1,354,15,8,15,PAL


1,354,45,8,25,PAL


1,354,35,2,25,PAL


1,355,25,2,25,PAL


1,355,25,8,25,PAL


1,356,69,2,15,PAL


1,356,25,2,35,PAL


1,357,25,2,25,PAL


1,358,25,2,25,PAL


1,358,25,8,25,PAL


1,359,15,8,25,PAL


1,359,45,8,8,PAL


1,360,25,8,25,PAL


1,361,15,8,25,PAL


1,361,35,8,15,PAL


1,361,45,2,8,PAL


1,362,15,8,15,PAL


1,363,25,15,25,PAL


1,363,45,15,15,PAL


1,363,35,2,8,PAL


1,364,15,8,15,PAL


1,365,45,8,15,PAL


1,365,45,2,8,PAL


1,366,25,15,25,PAL


1,366,25,8,15,PAL


1,367,35,8,8,PAL


1,368,15,15,25,PAL


1,368,45,2,8,PAL


0,369,0,0,0,PAL


1,370,35,2,15,PAL


1,370,56,2,8,PAL


1,370,35,2,8,PAL


1,371,15,15,25,PAL


1,372,15,8,25,PAL


1,372,45,2,8,PAL


1,372,35,2,8,PAL


1,373,15,8,35,PAL


1,374,8,8,25,PAL


1,374,35,2,15,PAL


1,374,45,2,8,PAL


0,375,0,0,0,PAL


1,376,15,15,25,PAL


1,376,8,8,25,PAL


1,376,35,2,8,PAL


1,377,35,2,15,PAL


1,378,15,15,35,PAL


1,378,15,15,15,PAL


1,378,45,8,8,PAL


1,379,35,8,15,PAL


1,380,15,15,25,PAL


1,380,8,15,25,PAL


1,380,35,8,8,PAL


0,381,0,0,0,PAL


1,382,8,25,25,PAL


1,382,45,8,15,PAL


1,382,35,8,8,PAL


1,383,25,15,15,PAL


1,384,25,15,8,PAL


1,385,15,15,25,PAL


1,385,8,25,25,PAL


1,386,35,2,15,PAL


1,386,25,15,8,PAL


1,387,15,25,35,PAL


1,387,15,8,25,PAL


1,388,25,2,8,PAL


1,388,25,8,8,PAL


1,389,15,25,35,PAL


1,390,15,8,25,PAL


1,390,35,2,8,PAL


1,391,8,15,35,PAL


1,391,15,8,25,PAL


1,392,15,25,15,PAL


1,392,25,2,25,PAL


1,393,8,25,25,PAL


1,393,15,15,35,PAL


1,394,15,2,25,PAL


1,394,15,15,35,PAL


0,1,0,0,0,PHR


0,2,0,0,0,PHR


0,3,0,0,0,PHR


0,4,0,0,0,PHR


0,5,0,0,0,PHR


0,6,0,0,0,PHR


0,7,0,0,0,PHR


0,8,0,0,0,PHR


0,9,0,0,0,PHR


0,10,0,0,0,PHR


1,11,15,25,35,PHR


0,12,0,0,0,PHR


1,13,25,25,35,PHR


1,14,15,25,35,PHR


1,15,15,15,35,PHR


0,16,0,0,0,PHR


1,17,15,25,35,PHR


1,17,15,15,35,PHR


0,18,0,0,0,PHR


1,19,15,35,35,PHR


1,19,8,25,45,PHR


0,20,0,0,0,PHR


1,21,15,25,35,PHR


1,22,15,25,35,PHR


1,23,15,15,45,PHR


1,24,15,25,35,PHR


1,25,15,25,35,PHR


1,26,15,25,35,PHR


1,27,15,15,35,PHR


1,28,25,15,35,PHR


1,29,25,8,35,PHR


1,30,15,15,35,PHR


1,31,15,15,35,PHR


1,32,15,15,35,PHR


1,33,15,15,35,PHR


0,34,0,0,0,PHR


1,35,8,15,45,PHR


1,36,15,25,35,PHR


1,37,15,8,45,PHR


0,38,0,0,0,PHR


0,39,0,0,0,PHR


1,40,15,8,35,PHR


0,41,0,0,0,PHR


1,42,15,15,35,PHR


0,43,0,0,0,PHR


0,44,0,0,0,PHR


1,45,25,8,25,PHR


0,46,0,0,0,PHR


1,47,15,15,15,PHR


0,48,0,0,0,PHR


1,49,15,25,8,PHR


0,50,0,0,0,PHR


0,51,0,0,0,PHR


1,52,15,25,8,PHR


0,53,0,0,0,PHR


0,54,0,0,0,PHR


0,55,0,0,0,PHR


0,56,0,0,0,PHR


0,57,0,0,0,PHR


0,58,0,0,0,PHR


0,59,0,0,0,PHR


0,60,0,0,0,PHR


0,61,0,0,0,PHR


0,62,0,0,0,PHR


0,63,0,0,0,PHR


0,64,0,0,0,PHR


1,65,35,35,35,PHR


0,66,0,0,0,PHR


1,67,35,35,2,PHR


0,68,0,0,0,PHR


1,69,35,35,8,PHR


0,70,0,0,0,PHR


1,71,56,35,15,PHR


0,72,0,0,0,PHR


1,73,56,15,15,PHR


0,74,0,0,0,PHR


1,75,88,15,15,PHR


0,76,0,0,0,PHR


1,77,56,15,35,PHR


0,78,0,0,0,PHR


1,79,56,8,15,PHR


0,80,0,0,0,PHR


1,81,88,15,15,PHR


1,82,35,35,8,PHR


1,82,2,25,0,PHR


0,83,0,0,0,PHR


1,84,2,25,0,PHR


1,85,15,8,8,PHR


1,86,35,8,25,PHR


1,87,25,15,35,PHR


1,87,8,25,2,PHR


1,88,15,15,8,PHR


1,89,45,8,25,PHR


1,89,15,35,25,PHR


1,90,8,25,2,PHR


1,91,45,8,25,PHR


1,91,15,35,25,PHR


1,91,8,25,2,PHR


0,92,0,0,0,PHR


1,93,15,25,0,PHR


1,94,45,8,25,PHR


1,94,15,35,25,PHR


1,94,8,25,8,PHR


1,95,45,8,25,PHR


1,96,15,35,35,PHR


1,96,8,15,0,PHR


1,97,15,25,8,PHR


1,98,45,8,25,PHR


1,99,15,25,35,PHR


1,99,15,25,2,PHR


1,100,35,15,25,PHR


1,100,8,25,8,PHR


1,101,15,25,35,PHR


1,101,8,15,2,PHR


0,102,0,0,0,PHR


1,103,15,15,15,PHR


1,103,15,25,35,PHR


1,103,15,25,8,PHR


1,104,8,15,2,PHR


1,105,25,15,25,PHR


1,105,25,15,25,PHR


1,106,8,35,8,PHR


1,107,8,15,2,PHR


1,108,35,8,25,PHR


1,108,25,15,35,PHR


1,109,15,25,8,PHR


0,110,0,0,0,PHR


0,111,0,0,0,PHR


1,112,15,35,8,PHR


0,113,0,0,0,PHR


0,114,0,0,0,PHR


0,115,0,0,0,PHR


0,116,0,0,0,PHR


0,117,0,0,0,PHR


0,118,0,0,0,PHR


0,119,0,0,0,PHR


0,120,0,0,0,PHR


0,121,0,0,0,PHR


0,122,0,0,0,PHR


0,123,0,0,0,PHR


1,124,15,45,8,PHR


1,124,8,35,2,PHR


0,125,0,0,0,PHR


1,126,25,35,15,PHR


1,127,15,45,2,PHR


1,127,15,45,8,PHR


1,128,15,35,15,PHR


1,129,35,25,2,PHR


1,129,15,35,2,PHR


0,130,0,0,0,PHR


1,131,35,15,8,PHR


1,131,15,25,25,PHR


1,132,15,25,8,PHR


1,133,25,25,25,PHR


1,134,2,56,2,PHR


1,134,35,25,25,PHR


1,135,2,35,15,PHR


1,135,25,25,8,PHR


1,136,2,69,2,PHR


1,136,8,8,2,PHR


1,137,2,8,2,PHR


1,138,15,15,8,PHR


1,138,2,35,15,PHR


1,139,2,45,2,PHR


1,139,15,8,15,PHR


1,140,2,25,2,PHR


1,140,15,25,15,PHR


1,140,15,45,15,PHR


1,140,8,15,2,PHR


1,141,15,8,15,PHR


1,142,2,56,2,PHR


1,142,8,25,2,PHR


1,143,2,2,2,PHR


1,143,8,15,15,PHR


1,143,8,35,15,PHR


1,144,8,15,15,PHR


1,145,2,35,8,PHR


1,145,15,15,15,PHR


1,145,15,45,8,PHR


1,146,8,15,15,PHR


1,146,15,25,15,PHR


1,147,2,45,8,PHR


1,147,15,15,15,PHR


1,147,15,35,8,PHR


1,148,8,15,15,PHR


1,149,2,15,15,PHR


1,150,2,56,2,PHR


1,151,15,35,8,PHR


1,152,2,45,2,PHR


1,152,8,35,8,PHR


1,153,15,15,35,PHR


0,154,0,0,0,PHR


1,155,2,25,2,PHR


0,156,0,0,0,PHR


1,157,15,35,2,PHR


0,158,0,0,0,PHR


1,159,8,25,2,PHR


0,160,0,0,0,PHR


0,161,0,0,0,PHR


1,162,15,35,8,PHR


0,163,0,0,0,PHR


1,164,8,25,2,PHR


0,165,0,0,0,PHR


0,166,0,0,0,PHR


1,167,15,35,8,PHR


0,168,0,0,0,PHR


1,169,15,35,8,PHR


0,170,0,0,0,PHR


0,171,0,0,0,PHR


1,172,15,25,8,PHR


0,173,0,0,0,PHR


0,174,0,0,0,PHR


1,175,8,25,2,PHR


0,176,0,0,0,PHR


1,177,15,25,8,PHR


0,178,0,0,0,PHR


1,179,15,25,2,PHR


0,180,0,0,0,PHR


0,181,0,0,0,PHR


0,182,0,0,0,PHR


0,183,0,0,0,PHR


0,184,0,0,0,PHR


0,185,0,0,0,PHR


0,186,0,0,0,PHR


0,187,0,0,0,PHR


0,188,0,0,0,PHR


0,189,0,0,0,PHR


0,190,0,0,0,PHR


0,191,0,0,0,PHR


0,192,0,0,0,PHR


0,193,0,0,0,PHR


0,194,0,0,0,PHR


0,195,0,0,0,PHR


0,196,0,0,0,PHR


1,197,15,15,2,PHR


0,198,0,0,0,PHR


1,199,15,25,8,PHR


1,199,35,35,8,PHR


1,200,15,15,2,PHR


1,201,15,35,8,PHR


1,201,15,15,15,PHR


1,202,15,35,2,PHR


1,202,8,25,8,PHR


1,203,15,35,8,PHR


1,203,8,25,2,PHR


1,204,8,25,0,PHR


1,204,8,45,15,PHR


1,204,8,45,15,PHR


1,205,15,35,8,PHR


1,206,8,15,2,PHR


1,207,8,35,8,PHR


1,207,8,45,15,PHR


1,207,15,35,25,PHR


1,208,8,56,8,PHR


1,209,2,45,2,PHR


1,209,8,45,8,PHR


1,210,2,88,0,PHR


1,210,15,35,15,PHR


1,210,8,25,2,PHR


0,211,0,0,0,PHR


1,212,2,35,8,PHR


1,212,8,56,8,PHR


1,212,2,35,8,PHR


1,212,15,45,15,PHR


1,213,8,25,2,PHR


1,214,2,35,8,PHR


1,214,8,56,8,PHR


1,214,8,35,8,PHR


1,215,15,45,15,PHR


1,216,2,35,8,PHR


1,216,8,25,2,PHR


1,217,8,15,15,PHR


1,217,15,56,8,PHR


1,218,25,25,15,PHR


1,219,15,56,2,PHR


1,219,8,45,8,PHR


1,220,2,15,8,PHR


1,220,8,25,2,PHR


1,221,15,35,15,PHR


1,221,25,35,8,PHR


1,222,8,25,8,PHR


1,223,8,15,2,PHR


1,224,15,35,15,PHR


1,224,25,35,8,PHR


1,225,15,35,15,PHR


1,226,8,25,2,PHR


1,227,15,35,8,PHR


1,228,8,35,8,PHR


0,229,0,0,0,PHR


0,230,0,0,0,PHR


1,231,15,25,15,PHR


0,232,0,0,0,PHR


1,233,8,35,15,PHR


0,234,0,0,0,PHR


0,235,0,0,0,PHR


1,236,15,45,8,PHR


0,237,0,0,0,PHR


0,238,0,0,0,PHR


1,239,15,45,2,PHR


0,240,0,0,0,PHR


0,241,0,0,0,PHR


1,242,15,56,8,PHR


0,243,0,0,0,PHR


1,244,25,45,2,PHR


1,245,2,35,2,PHR


0,246,0,0,0,PHR


1,247,25,56,2,PHR


1,248,8,45,2,PHR


0,249,0,0,0,PHR


1,250,15,56,2,PHR


1,250,2,56,2,PHR


0,251,0,0,0,PHR


1,252,2,45,2,PHR


0,253,0,0,0,PHR


0,254,0,0,0,PHR


1,255,0,35,0,PHR


0,256,0,0,0,PHR


0,257,0,0,0,PHR


1,258,2,35,2,PHR


0,259,0,0,0,PHR


1,260,2,45,2,PHR


0,261,0,0,0,PHR


1,262,2,45,2,PHR


0,263,0,0,0,PHR


1,264,2,56,2,PHR


0,265,0,0,0,PHR


1,266,2,45,2,PHR


0,267,0,0,0,PHR


0,268,0,0,0,PHR


0,269,0,0,0,PHR


0,270,0,0,0,PHR


0,271,0,0,0,PHR


0,272,0,0,0,PHR


0,273,0,0,0,PHR


0,274,0,0,0,PHR


1,275,2,35,0,PHR


0,276,0,0,0,PHR


1,277,0,35,8,PHR


1,277,2,45,2,PHR


1,278,2,56,0,PHR


1,279,2,35,0,PHR


1,279,0,56,15,PHR


1,279,2,45,0,PHR


0,280,0,0,0,PHR


1,281,0,35,15,PHR


1,281,0,45,0,PHR


1,282,2,45,0,PHR


1,282,2,56,0,PHR


0,283,0,0,0,PHR


1,284,0,8,0,PHR


1,284,0,35,0,PHR


1,285,0,25,0,PHR


1,286,2,35,0,PHR


1,286,2,8,8,PHR


1,287,2,45,0,PHR


1,288,2,45,0,PHR


1,289,8,25,0,PHR


1,289,2,15,8,PHR


1,290,2,56,2,PHR


1,291,8,15,8,PHR


1,291,15,56,2,PHR


1,292,15,35,0,PHR


1,293,8,35,0,PHR


1,293,2,45,2,PHR


1,294,15,56,0,PHR


0,295,0,0,0,PHR


1,296,8,25,0,PHR


1,296,0,35,0,PHR


1,297,15,45,0,PHR


1,297,0,45,0,PHR


1,298,8,35,8,PHR


1,299,8,35,0,PHR


1,300,0,56,0,PHR


1,301,25,35,0,PHR


1,301,2,56,0,PHR


1,302,25,35,0,PHR


1,303,0,15,0,PHR


1,304,15,25,2,PHR


1,304,2,56,2,PHR


1,305,0,35,0,PHR


1,306,15,35,0,PHR


1,306,0,25,0,PHR


1,307,0,25,0,PHR


1,308,0,56,2,PHR


1,308,0,15,0,PHR


0,309,0,0,0,PHR


1,310,0,25,0,PHR


0,311,0,0,0,PHR


0,312,0,0,0,PHR


1,313,0,25,0,PHR


0,314,0,0,0,PHR


1,315,0,35,0,PHR


0,316,0,0,0,PHR


0,317,0,0,0,PHR


0,318,0,0,0,PHR


0,319,0,0,0,PHR


0,320,0,0,0,PHR


0,321,0,0,0,PHR


0,322,0,0,0,PHR


0,323,0,0,0,PHR


0,324,0,0,0,PHR


0,325,0,0,0,PHR


0,326,0,0,0,PHR


0,327,0,0,0,PHR


0,328,0,0,0,PHR


0,329,0,0,0,PHR


0,330,0,0,0,PHR


0,331,0,0,0,PHR


0,332,0,0,0,PHR


1,333,0,35,0,PHR


1,334,0,25,0,PHR


0,335,0,0,0,PHR


1,336,0,2,0,PHR


1,337,0,35,0,PHR


1,338,0,45,0,PHR


1,339,2,25,2,PHR


1,340,0,35,2,PHR


0,341,0,0,0,PHR


1,342,2,35,2,PHR


1,343,2,25,2,PHR


1,344,0,15,0,PHR


1,345,0,88,8,PHR


1,345,2,35,2,PHR


1,346,2,35,15,PHR


1,347,2,35,8,PHR


1,347,8,35,8,PHR


1,348,2,45,25,PHR


1,349,2,56,2,PHR


1,350,2,35,8,PHR


1,350,2,45,2,PHR


1,351,2,88,2,PHR


0,352,0,0,0,PHR


1,353,0,35,2,PHR


1,354,2,88,2,PHR


1,354,2,45,2,PHR


1,355,2,69,8,PHR


1,356,2,88,0,PHR


1,356,0,45,0,PHR


1,357,2,56,2,PHR


1,358,0,88,2,PHR


1,358,0,88,0,PHR


1,358,2,56,0,PHR


1,358,2,45,0,PHR


0,359,0,0,0,PHR


1,360,2,56,8,PHR


1,360,2,56,2,PHR


1,360,2,56,0,PHR


1,360,2,45,0,PHR


1,361,0,88,0,PHR


1,362,2,88,2,PHR


1,363,0,88,0,PHR


1,363,2,56,0,PHR


1,363,2,56,0,PHR


1,364,2,56,0,PHR


1,365,2,69,8,PHR


1,365,0,45,0,PHR


1,365,2,45,0,PHR


1,366,2,88,0,PHR


1,367,2,56,0,PHR


1,367,2,45,0,PHR


1,368,2,45,0,PHR


1,369,8,45,0,PHR


1,370,2,69,0,PHR


1,370,0,69,0,PHR


1,371,2,56,0,PHR


1,372,0,56,0,PHR


1,373,0,69,0,PHR


1,373,0,56,0,PHR


1,374,0,56,0,PHR


1,375,0,45,0,PHR


1,376,2,69,0,PHR


1,376,0,56,0,PHR


1,377,0,25,0,PHR


0,378,0,0,0,PHR


0,379,0,0,0,PHR


0,380,0,0,0,PHR


0,381,0,0,0,PHR


0,382,0,0,0,PHR


0,383,0,0,0,PHR


1,384,0,88,0,PHR


0,385,0,0,0,PHR


1,386,0,88,0,PHR


1,386,2,56,0,PHR


1,386,0,35,0,PHR


1,387,0,88,0,PHR


0,388,0,0,0,PHR


1,389,0,88,0,PHR


1,389,0,88,0,PHR


1,389,0,45,0,PHR


1,390,0,88,0,PHR


1,390,2,56,0,PHR


1,391,0,69,0,PHR


1,392,0,88,0,PHR


1,392,2,56,2,PHR


1,392,0,88,0,PHR


1,393,0,88,0,PHR


1,394,2,88,2,PHR


1,394,2,69,2,PHR


1,394,0,88,0,PHR


1,395,0,88,0,PHR


1,396,2,88,2,PHR


1,396,2,88,0,PHR


1,396,0,88,0,PHR


1,397,2,69,2,PHR


1,398,0,88,0,PHR


1,398,0,88,0,PHR


1,399,2,88,0,PHR


1,400,2,88,0,PHR


1,400,2,88,0,PHR


0,401,0,0,0,PHR


1,402,2,88,2,PHR


1,402,2,69,2,PHR


1,403,0,88,0,PHR


1,404,0,88,0,PHR


0,405,0,0,0,PHR


1,406,0,88,0,PHR


1,406,2,69,2,PHR


1,407,2,88,0,PHR


1,408,0,88,0,PHR


1,409,8,69,2,PHR


1,410,0,45,0,PHR


1,410,0,88,0,PHR


0,411,0,0,0,PHR


1,412,2,88,0,PHR


1,413,0,88,0,PHR


0,414,0,0,0,PHR


1,415,2,69,0,PHR


1,416,0,69,0,PHR


0,417,0,0,0,PHR


0,418,0,0,0,PHR


0,419,0,0,0,PHR


0,420,0,0,0,PHR


0,421,0,0,0,PHR


0,422,0,0,0,PHR


0,423,0,0,0,PHR


1,424,2,35,0,PHR


0,425,0,0,0,PHR


1,426,0,56,0,PHR


1,427,0,56,0,PHR


1,427,0,88,0,PHR


0,428,0,0,0,PHR


1,429,0,69,0,PHR


1,429,0,69,0,PHR


1,430,0,69,0,PHR


1,431,0,69,0,PHR


1,432,0,69,0,PHR


1,432,0,88,0,PHR


1,432,0,69,0,PHR


1,433,0,69,2,PHR


0,434,0,0,0,PHR


1,435,0,88,0,PHR


1,435,2,88,0,PHR


1,435,0,69,0,PHR


